,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked_C,Embarked_Q,Embarked_S
528,0,2,1,28.0,0,0,10.5,0,0,1
529,0,3,1,48.0,0,0,7.8542,0,0,1
530,0,3,1,22.0,0,0,7.25,0,0,1
531,0,3,0,37.0,0,0,9.5875,0,0,1
532,1,3,0,4.0,0,2,22.025,0,0,1
533,0,3,1,28.0,0,0,22.525,0,0,1
534,0,3,1,19.0,0,0,14.5,0,0,1
535,1,3,0,18.0,0,0,7.4958,0,0,1
536,0,3,1,17.0,0,0,7.125,0,0,1
537,0,2,0,26.0,1,1,26.0,0,0,1
538,1,1,0,54.0,1,0,59.4,1,0,0
539,1,3,1,27.0,0,0,8.6625,0,0,1
540,0,3,0,25.0,0,0,7.775,0,0,1
541,1,3,1,21.0,0,0,7.7958,0,0,1
542,1,1,0,24.0,0,0,69.3,1,0,0
543,1,3,0,27.0,0,1,12.475,0,0,1
544,0,2,1,52.0,0,0,13.0,0,0,1
545,0,1,1,24.0,0,0,79.2,1,0,0
546,0,3,1,65.0,0,0,7.75,0,1,0
547,0,3,0,28.0,1,1,14.4,0,0,1
548,0,2,1,23.0,0,0,13.0,0,0,1
549,0,1,1,62.0,0,0,26.55,0,0,1
550,0,3,1,29.0,0,0,8.05,0,0,1
551,0,2,1,36.0,1,2,27.75,0,0,1
552,1,1,0,17.0,1,0,57.0,0,0,1
553,0,3,1,41.0,0,0,7.125,0,0,1
554,1,2,0,4.0,1,1,23.0,0,0,1
555,0,2,1,50.0,0,0,13.0,0,0,1
556,0,3,1,17.0,0,0,8.6625,0,0,1
557,1,1,0,33.0,1,0,90.0,0,1,0
558,1,3,1,29.0,0,0,7.75,0,1,0
559,1,1,0,24.0,0,0,83.1583,1,0,0
560,1,1,1,52.0,0,0,30.5,0,0,1
561,1,2,0,24.0,1,0,26.0,0,0,1
562,0,3,1,32.0,0,0,7.75,0,1,0
563,0,2,1,47.0,0,0,15.0,0,0,1
564,0,2,0,57.0,0,0,10.5,0,0,1
565,1,2,0,28.0,0,0,13.0,0,0,1
566,0,2,0,24.0,0,0,13.0,0,0,1
567,1,1,0,14.0,1,2,120.0,0,0,1
568,0,1,1,64.0,1,4,263.0,0,0,1
569,1,1,0,30.0,0,0,31.0,1,0,0
570,1,2,0,17.0,0,0,12.0,1,0,0
571,0,1,1,65.0,0,0,26.55,0,0,1
572,1,3,0,1.0,1,1,11.1333,0,0,1
573,1,3,0,13.0,0,0,7.2292,1,0,0
574,1,2,0,55.0,0,0,16.0,0,0,1
575,0,3,1,16.0,0,0,9.5,0,0,1
576,0,3,1,15.0,1,1,7.2292,1,0,0
577,0,3,1,22.0,1,0,7.25,0,0,1
578,1,2,0,24.0,0,0,13.0,0,0,1
579,0,3,1,55.5,0,0,8.05,0,0,1
580,0,3,1,10.0,3,2,27.9,0,0,1
581,1,3,0,27.0,0,0,7.925,0,0,1
582,0,2,1,43.0,1,1,26.25,0,0,1
583,0,3,0,26.0,1,0,16.1,0,0,1
584,0,3,1,22.0,0,0,7.8958,0,0,1
585,0,1,1,28.0,0,0,47.1,0,0,1
586,1,2,0,28.0,0,0,13.0,0,0,1
587,0,3,0,43.0,1,6,46.9,0,0,1
588,0,1,1,50.0,1,0,106.425,1,0,0
589,0,3,1,32.0,0,0,7.925,0,0,1
590,1,3,1,24.0,0,0,7.1417,0,0,1
591,0,1,1,47.0,0,0,52.0,0,0,1
592,0,3,1,24.5,0,0,8.05,0,0,1
593,1,1,0,35.0,1,0,90.0,0,0,1
594,0,1,1,56.0,0,0,26.55,0,0,1
595,1,3,0,5.0,4,2,31.3875,0,0,1
596,0,3,1,36.0,1,1,24.15,0,0,1
597,0,1,1,46.0,1,0,61.175,0,0,1
598,1,1,1,36.0,1,2,120.0,0,0,1
599,0,3,0,9.0,1,1,15.2458,1,0,0
600,0,3,1,16.0,2,0,18.0,0,0,1
601,0,1,1,58.0,0,2,113.275,1,0,0
602,0,3,1,18.0,1,1,20.2125,0,0,1
603,1,1,0,32.0,0,0,76.2917,1,0,0
604,0,3,1,26.0,0,0,7.8958,0,0,1
605,0,1,1,29.0,0,0,30.0,0,0,1
606,0,1,1,70.0,1,1,71.0,0,0,1
607,0,3,1,21.0,0,0,16.1,0,0,1
608,0,3,1,39.0,0,0,7.925,0,0,1
609,0,2,1,54.0,0,0,26.0,0,0,1
610,1,2,1,31.0,0,0,13.0,0,0,1
611,0,2,1,36.5,0,2,26.0,0,0,1
612,0,3,1,49.0,0,0,0.0,0,0,1
613,1,3,1,45.0,0,0,8.05,0,0,1
614,0,2,1,18.0,0,0,11.5,0,0,1
615,0,3,1,24.0,0,0,7.4958,0,0,1
616,0,3,1,30.0,0,0,8.05,0,0,1
617,0,1,1,31.0,0,0,50.4958,0,0,1
618,0,3,1,16.0,0,0,9.2167,0,0,1
619,0,1,1,45.0,0,0,35.5,0,0,1
620,0,3,1,26.0,1,0,14.4542,1,0,0
621,0,2,1,30.0,0,0,13.0,0,0,1
622,0,2,1,30.0,0,0,13.0,0,0,1
623,0,2,1,46.0,0,0,26.0,0,0,1
624,1,2,1,62.0,0,0,10.5,0,0,1
625,0,1,1,40.0,0,0,27.7208,1,0,0
626,1,3,0,15.0,1,0,14.4542,1,0,0
627,0,3,1,38.0,0,0,8.6625,0,0,1
628,1,1,0,35.0,0,0,135.6333,0,0,1
629,0,3,1,21.0,0,0,7.8542,0,0,1
630,0,3,1,32.0,0,0,8.3625,0,0,1
631,1,3,1,0.42,0,1,8.5167,1,0,0
632,0,3,0,21.0,0,0,7.75,0,1,0
633,1,3,0,5.0,2,1,19.2583,1,0,0
634,0,3,1,9.0,4,2,31.3875,0,0,1
635,0,3,1,35.0,0,0,7.8958,1,0,0
636,1,3,1,39.0,0,0,7.925,0,0,1
637,1,1,0,58.0,0,0,146.5208,1,0,0
638,1,1,0,50.0,0,1,247.5208,1,0,0
639,1,1,1,49.0,1,0,89.1042,1,0,0
640,0,2,1,32.0,2,0,73.5,0,0,1
641,0,3,1,9.0,5,2,46.9,0,0,1
642,1,2,0,24.0,1,2,65.0,0,0,1
643,0,2,1,18.0,0,0,73.5,0,0,1
644,1,2,0,28.0,0,0,12.65,0,0,1
645,0,3,1,20.0,0,0,9.5,0,0,1
646,1,1,0,45.0,1,1,164.8667,0,0,1
647,0,1,1,38.0,0,1,153.4625,0,0,1
648,1,1,1,42.0,1,0,52.5542,0,0,1
649,1,2,0,23.0,0,0,13.7917,1,0,0
650,0,3,1,29.0,0,0,7.875,0,0,1
651,1,1,0,15.0,0,1,211.3375,0,0,1
652,0,1,0,25.0,1,2,151.55,0,0,1
653,1,1,0,22.0,1,0,66.6,0,0,1
654,1,1,0,42.0,0,0,227.525,1,0,0
655,1,3,0,4.0,0,1,13.4167,1,0,0
656,1,3,1,32.0,0,0,7.925,0,0,1
657,1,2,0,22.0,1,1,29.0,0,0,1
658,0,3,0,18.0,0,0,6.75,0,1,0
659,0,3,0,3.0,3,1,21.075,0,0,1
660,1,1,0,51.0,1,0,77.9583,0,0,1
661,1,2,0,45.0,0,0,13.5,0,0,1
662,1,2,0,34.0,0,1,23.0,0,0,1
663,0,3,1,34.0,1,1,14.4,0,0,1
664,0,3,0,29.0,1,1,10.4625,0,0,1
665,1,1,0,58.0,0,1,153.4625,0,0,1
666,0,3,1,42.0,0,0,8.6625,0,0,1
667,1,2,0,25.0,1,1,30.0,0,0,1
668,1,1,0,43.0,0,1,211.3375,0,0,1
669,1,2,0,18.0,0,1,23.0,0,0,1
670,1,1,1,80.0,0,0,30.0,0,0,1
671,0,1,1,61.0,0,0,33.5,0,0,1
672,0,3,1,16.0,1,1,20.25,0,0,1
673,0,3,1,20.0,0,0,7.8542,0,0,1
674,1,3,1,9.0,0,2,20.525,0,0,1
675,0,1,1,47.0,0,0,34.0208,0,0,1
676,1,1,0,36.0,0,0,135.6333,1,0,0
677,1,1,1,37.0,1,1,52.5542,0,0,1
678,0,3,1,41.0,2,0,14.1083,0,0,1
679,1,1,0,18.0,0,2,79.65,0,0,1
680,1,3,1,16.0,0,0,8.05,0,0,1
681,0,3,1,24.0,1,0,16.1,0,0,1
682,0,2,1,54.0,1,0,26.0,0,0,1
683,1,3,0,19.0,1,0,7.8542,0,0,1
684,0,2,1,25.0,0,0,13.0,0,0,1
685,0,3,1,19.0,0,0,6.75,0,1,0
686,0,2,1,26.0,0,0,10.5,0,0,1
687,0,3,1,24.0,0,0,8.05,0,0,1
688,0,3,1,61.0,0,0,6.2375,0,0,1
689,0,3,1,20.0,0,0,7.8542,0,0,1
690,0,3,1,20.0,0,0,9.225,0,0,1
691,0,2,1,51.0,0,0,12.525,0,0,1
692,0,2,1,59.0,0,0,13.5,0,0,1
693,1,1,1,48.0,1,0,52.0,0,0,1
694,0,2,1,23.0,0,0,15.0458,1,0,0
695,0,3,0,18.0,0,0,7.775,0,0,1
696,0,3,1,19.0,0,0,7.8958,0,0,1
697,1,2,0,25.0,0,1,26.0,0,0,1
698,0,1,1,54.0,0,1,77.2875,0,0,1
699,1,1,0,33.0,0,0,86.5,0,0,1
700,0,3,1,20.0,0,0,8.05,0,0,1
701,1,2,0,18.0,0,2,13.0,0,0,1
702,1,3,1,32.0,0,0,56.4958,0,0,1
703,0,1,1,27.0,0,2,211.5,1,0,0
704,0,3,1,21.0,0,0,7.25,0,0,1
705,0,3,1,26.0,1,0,7.8542,0,0,1
706,1,1,1,27.0,0,0,76.7292,1,0,0
707,1,1,0,16.0,0,1,39.4,0,0,1
708,0,3,1,20.0,0,0,8.6625,0,0,1
709,0,3,0,21.0,2,2,34.375,0,0,1
710,1,1,0,60.0,1,0,75.25,1,0,0
711,1,1,0,41.0,0,0,134.5,1,0,0
